_id,cod_empresa,razao_social,nome_fantasia,cod_logradouro,nome_logradouro,numero,cod_bairro,nome_bairro,situacao_empresa,data_inicio,data_encerramento,latitude,longitude
9429,3724,R.XIMENES FERREIRA - EIRELI,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-09-07T16:00:01,"",-8.034668,-34.896157
9430,3038,L CORREA LIMA E SILVA CONSULTORIA E SERVIÇOS,LCORREA CONSULTORIA E GESTAO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-07-18T07:54:39,"",-8.034668,-34.896157
9431,7391,C3A CONTABILIDADE  CONSULTORIA EIRELI,C3A CONTABILIDADE,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-07-17T00:00:00,"",-8.034668,-34.896157
9432,5394,BEATRIZ LEU BERNARDO,SOLLUTIC,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-07-23T14:45:12,"",-8.034668,-34.896157
9433,1705,PAULO GERMANO VASCONCELOS LINS FILHO PRODUÇÃO MUSICAL,PG AUDIO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-07-23T15:30:01,"",-8.034668,-34.896157
9434,6180,MEDICAL CLINIC SERVIÇOS MÉDICOS LTDA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-07-30T16:30:06,"",-8.034668,-34.896157
9435,9776,RILDO NASCIMENTO DE SOUZA NETO,CONDUTOS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-07-26T00:00:00,"",-8.034668,-34.896157
9436,9373,EDIEL CAVALCANTI FERREIRA,MOTRIZ ENGENHARIA DE RESULTADO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-02-08T11:16:13,"",-8.034668,-34.896157
9437,3858,TCOUNT ASSESSORIA CONTABIL LTDA,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-03-08T11:45:13,"",-8.034668,-34.896157
9438,9755,ENGETEC SISTEMAS DE CLIMATIZACAO LTDA ME,ENGETEC HVAC SISTEM,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-07-08T16:30:33,"",-8.034668,-34.896157
9439,4231,TECPRO DESENVOLVIMENTOS DE PROGRAMAS TECNOLOGICOS EIREL,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-08T11:30:00,"",-8.034668,-34.896157
9440,9612,NUNES E MIRTES SERVICOS DE FISIOTERAPIA LTDA,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-13T12:00:26,"",-8.034668,-34.896157
9441,1306,ANA PRISCILA TEIXEIRA RAMOS,AP ARQUITETURA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-14T17:16:10,"",-8.034668,-34.896157
9442,1026,RENT GESTAO E PARTICIPACOES LTDA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-17T06:56:02,"",-8.034668,-34.896157
9443,2164,FABIANO GONCALVES DOS SANTOS,HELP IT SOLUCOES EM INFORMATICA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-20T11:17:08,"",-8.034668,-34.896157
9444,2495,"ALOHA CONSULTORIA, INVESTIMENTOS E PARTICIPAÇÕES LTDA","",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-22T11:45:01,"",-8.034668,-34.896157
9445,3098,META SERVIÇOS DE ENGENHARIA EIRELI,META SOLUCOES EM ENGENHARIA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-23T15:45:00,"",-8.034668,-34.896157
9446,3435,OFTALMOCLIN - CLÍNICA DE OFTALMOLOGIA LTDA,OFTALMOCLIN,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-23T17:30:09,"",-8.034668,-34.896157
9447,7103,G C COSTA PROMOCAO DE VENDAS E MARKETING DIRETO,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-24T12:15:00,"",-8.034668,-34.896157
9448,5874,JOSE MARCILIO FARIAS LEITE DESENVOLVIMENTO DE SOFTWARE,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-27T11:30:58,"",-8.034668,-34.896157
9449,4772,R. B. LIMA ARQUITETURA E PLANEJAMENTO,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-29T10:15:06,"",-8.034668,-34.896157
9450,9692,MARIO FERNANDO AGUIAR FONTES,LIDERANCAO REPRESENTACOES,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-06-09T10:15:10,"",-8.034668,-34.896157
9451,8804,ERONILDO  SOUZA DA SILVA SERVIÇOS DE ENGENHARIA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-12-09T11:45:09,"",-8.034668,-34.896157
9452,1046,GABI TRANSPORTADORA E LOGÍSTICA EIRELI,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-09-20T09:30:00,"",-8.034668,-34.896157
9453,2770,DIFERENCIAL REPRESENTAÇÕES E CONSULTORIA LTDA ME,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-09-20T12:31:15,"",-8.034668,-34.896157
9454,3609,JAMILLE NASCIMENTO FARIAS,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-09-25T14:16:21,"",-8.034668,-34.896157
9455,917,CLEDILSON PEREIRA RIBAS DA SILVA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-01-10T13:15:00,"",-8.034668,-34.896157
9456,7595,FISIOMAIS ATIVIDADES DE FISIOTERAPIA LTDA,FISIOMAIS FISIOTERAPIA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-04-10T12:00:01,"",-8.034668,-34.896157
9457,6715,BRC GESTAO EMPRESARIAL LTDA,BRC CONSULTORIA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-15T13:15:41,"",-8.034668,-34.896157
9458,866,A L AMORIM NETO PROMOCAO DE VENDAS E MARKETING DIRETO,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-16T11:15:01,"",-8.034668,-34.896157
9459,3999,MARIANA DOLFINI ATENDIMENTOS OFTALMOLOGICOS LTDA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-16T12:45:30,"",-8.034668,-34.896157
9460,8062,REGIONAL SAUDE CORRETORA DE SEGUROS LTDA,NACIONAL SAUDE CORRETORA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-23T11:15:08,"",-8.034668,-34.896157
9461,8754,IVSON PEREIRA DA SILVA,IPS TECNOLOGIA DA INFORMACAO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-23T12:45:24,"",-8.034668,-34.896157
9462,4519,FMN  MANUTENÇÃO E ALUGUEL DE MAQUINAS E APARELHOS INDUS,PADRON CLIMATIZACAO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-30T12:00:40,"",-8.034668,-34.896157
9463,5401,E C OLIVEIRA DA SILVA,OLIVEIRA ENFERMAGEM,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-30T12:01:08,"",-8.034668,-34.896157
9464,1644,BEM VIVER  DESENVOLVIMENTO PROFISSIONAL E GERENCIAL LTD,BEM VIVER,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-31T11:45:28,"",-8.034668,-34.896157
9465,3674,MUNIZ NEGOCIOS IMOBILIARIOS EIRELI,MUNIZ NEGOCIOS IMOBILIARIOS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-06-11T09:16:44,"",-8.034668,-34.896157
9466,3721,ANDREZA P. DO NASCIMENTO FISIOTERAPIA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-08-11T11:00:16,"",-8.034668,-34.896157
9467,2904,INSTALL INSTALAÇÃO E MANUTENÇÃO DE CENTRAIS DE AR CONDI,INSTALL MULTSERVICE,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-12-11T14:45:51,"",-8.034668,-34.896157
9468,2544,FABRIMONT SERVICOS DE USINAGEM EIRELI,FABRIMONT,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-13T13:30:00,"",-8.034668,-34.896157
9469,5667,THIAGO J. B. V. DE SOUZA,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-14T12:30:09,"",-8.034668,-34.896157
9470,3208,ADIAS SERVIÇOS DE MANUTENÇÃO AERONAUTICA LTDA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-14T14:45:01,"",-8.034668,-34.896157
9471,1086,LUIZ HOMERO CÂMARA MEDEIROS  CONSULTORIA E PERÍCIA EM E,ANALYTICA CONSULTORIA E PERICIA EM ENGENHARIA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-19T10:45:17,"",-8.034668,-34.896157
9472,1364,A BARBOZA DE LIMA CONTABILIDADE,ABL CONTABILIDADE,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-13T00:00:00,"",-8.034668,-34.896157
9473,4900,CORDIS SERVIÇOS DE TERAPIA E DESENVOLVIMENTO PROFISSION,CORDIS INTERVENCAO PRECOCE INTENSIVA LTDA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-22T14:45:04,"",-8.034668,-34.896157
9474,7477,ARES REPRESENTAÇÃO COMERCIAL DE ANDAIMES LTDA,ARES REPRESENTACAO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-23T13:30:00,"",-8.034668,-34.896157
9475,9376,AGUIDA FERREIRA BELEM EIRELI,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-27T10:15:05,"",-8.034668,-34.896157
9476,561,ANA JOSE DOS SANTOS SERVICOS DE CORRECOES,APRENDENCIA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-28T10:30:01,"",-8.034668,-34.896157
9477,8402,HBM SERVIÇOS ADMINISTRATIVOS - EIRELI,HBM SERVICE,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-11-29T15:48:26,"",-8.034668,-34.896157
9478,8775,ALEXSANDRO DAVID A M DOS SANTOS,ADAMS ASSESSORIA CONTABIL,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-10-25T00:00:00,"",-8.034668,-34.896157
9479,7897,DIAG IMAGEM SERVICO DE DIAGNOSTICOS POR IMAGEM DE ULTRA,DIAG IMAGEM,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-05-12T00:00:00,"",-8.034668,-34.896157
9480,3782,TENÓRIO ATIVIDADES MÉDICAS EIRELI,TENORIO ATIVIDADE MEDICA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-07-12T00:00:00,"",-8.034668,-34.896157
9481,6822,CRONOS ASSESSORIA E CONSULTORIA EM GESTAO DE NEGOCIOS E,RECPAY ASSESSORIA E CONSULTORIA EM GESTAO DE NEGOCIOS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-12-12T00:00:00,"",-8.034668,-34.896157
9482,1079,EVERSTRONG PARTICIPACAO SOCIETARIA EIRELI,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-12-14T00:00:00,"",-8.034668,-34.896157
9483,5449,JOAO FARIAS REPRESENTACOES,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,1986-03-08T00:00:00,"",-8.034668,-34.896157
9484,3129,AR NOVOS NEGOCIOS CONSULTORIA EMPRESARIAL EIRELI,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2011-10-06T00:00:00,"",-8.034668,-34.896157
9485,1226,MOACYR MENDES MAIA,MOACYR PROPAGANDISTA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-12-17T00:00:00,"",-8.034668,-34.896157
9486,670,"QUALIFICA CONSULTORIA, EDUCACAO & REPRESENTACAO EM SAUD",QUALIFICA CONSULTORIA & EDUCACAO EM SAUDE,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-12-17T00:00:00,"",-8.034668,-34.896157
9487,9531,MYLLENA DE QUEIROZ RODRIGUES MARROQUIM,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-12-19T00:00:00,"",-8.034668,-34.896157
9488,1411,UNION INNOVATIVE SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO L,BS2B SOLUCOES INOVADORAS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-12-19T00:00:00,"",-8.034668,-34.896157
9489,8468,D C W SILVA TECNOLOGIA E SUPORTE EM INFORMATICA,DCWS SERVICOS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-12-17T00:00:00,"",-8.034668,-34.896157
9490,1574,L3C GESTAO DE NEGOCIOS LTDA,*****,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-11-01T00:00:00,"",-8.034668,-34.896157
9491,2467,NOVOS HORIZONTES EMPREENDIMENTOS IMOBILIÁRIOS LTDA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-11-01T00:00:00,"",-8.034668,-34.896157
9492,4507,C D M DA SILVA SERVIÇOS DE INTERNET ME,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2015-07-31T00:00:00,"",-8.034668,-34.896157
9493,1919,ENGCON SERVIÇOS ENGENHARIA EIRELI,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-16T00:00:00,"",-8.034668,-34.896157
9494,3823,BRENO TENORIO GONCALVES - SOCIEDADE INDIVIDUAL DE ADVOC,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2018-09-11T00:00:00,"",-8.034668,-34.896157
9495,6408,HA MACHADO SERVICOS EM GERAL EIRELI,H A MACHADO SERVICOS EM GERAL,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-17T00:00:00,"",-8.034668,-34.896157
9496,1411,JCCGP MANUTENÇÃO EM TELECOMUNICAÇÕES LTDA,JP TELECOMUNICACOES,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-17T00:00:00,"",-8.034668,-34.896157
9497,3228,ECOOS ASSESSORIA EMPRESARIAL E SERVIÇOS ADMINISTRATIVOS,ECOOS ASSESSORIA AMBIENTAL,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-24T00:00:00,"",-8.034668,-34.896157
9498,2672,DB SIXTY-EIGHT SERVIÇOS DE INFORMATICA EIRELI,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-24T00:00:00,"",-8.034668,-34.896157
9499,2801,HAYANNE CRYSTINNE DE OLIVEIRA CARNEIRO SARAIVA,CARNEIRO SARAIVA CONSULTORIA E PROJETOS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-24T00:00:00,"",-8.034668,-34.896157
9500,3275,"GUVEN ENGENHARIA, OBRAS E REFORMAS LTDA","",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-25T00:00:00,"",-8.034668,-34.896157
9501,3672,CONSTRUSAN LTDA,CONSTRUSAN,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2017-09-05T00:00:00,"",-8.034668,-34.896157
9502,6805,ANTONIO HENRIQUE DE VASCONCELOS SARMENTO,ASI INSTALACOES E MANUTENCAO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-30T00:00:00,"",-8.034668,-34.896157
9503,10065,R & F CLINICA MEDICA LTDA,RF BRAGA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-02T00:00:00,"",-8.034668,-34.896157
9504,145,CONSULTÓRIO MÉDICO DOUTOR GERALDO MOREIRA EIRELI,CONSULTORIO DOUTOR GERALDO MOREIRA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-05-02T00:00:00,"",-8.034668,-34.896157
9505,1094,PBCF SERVIÇOS DE CONSULTORIA ADMINISTRATIVA E FINANCEIR,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-07-02T00:00:00,"",-8.034668,-34.896157
9506,6547,VIEIRA ENGENHARIA E CONSULTORIA EM CONSTRUCAO EIRELI,VIEIRA MACEDO ENGENHARIA E CONSULTORIA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-07-02T00:00:00,"",-8.034668,-34.896157
9507,3751,CHRYSTIAN SERVIÇOS DE DESPACHANTES EIRELI,CHRYSTIAN SERVICOS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-07-02T00:00:00,"",-8.034668,-34.896157
9508,8659,PAULO F S M DE ALMEIDA IMOBILIARIA,MERCADINHO DA VILLA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-07-02T00:00:00,"",-8.034668,-34.896157
9509,9816,CLIMESP - CLINICA MEDICA LTDA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2004-04-20T00:00:00,"",-8.034668,-34.896157
9510,3793,CATUNDA E GOMES UROLOGISTAS ASSOCIADOS LTDA ME,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2014-03-07T00:00:00,"",-8.034668,-34.896157
9511,6916,LUCIANA T S MOURA SERVICOS ADMINISTRATIVOS,MULTIFATORHIAL,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-02-14T00:00:00,"",-8.034668,-34.896157
9512,9304,BLESSING PARTICIPAÇOES SOCIETARIAS LTDA,BLESSING PS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-02-18T00:00:00,"",-8.034668,-34.896157
9513,2403,M B COUTINHO PSICOLOGIA,ESPACO AFETO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-02-19T00:00:00,"",-8.034668,-34.896157
9514,7311,BME ENERGY TRADING S/A,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-11-02T00:00:00,"",-8.034668,-34.896157
9515,6892,RAYANNE N S CESARINO TERAPEUTA OCUPACIONAL,NATIVA CENTRO TERAPEUTICO OCUPANIONAL,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-02-21T00:00:00,"",-8.034668,-34.896157
9516,7228,AKIRAZ EMPREENDIMENTOS IMOBILIARIOS LTDA,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2014-08-13T00:00:00,"",-8.034668,-34.896157
9517,7555,AME RIVERA HOLDINGS E LOCAÇÕES DE BENS LTDA,AMA RIVERA HOLDINGS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-02-22T00:00:00,"",-8.034668,-34.896157
9518,664,DF FISIOTERAPIA LTDA,DF FISIOTERAPIA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-02-22T00:00:00,"",-8.034668,-34.896157
9519,4318,CASSIA CRISTINA DOS SANTOS MARQUES,CASSIA CONSTRUCOES E SERVICOS DE FACHADAS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-02-28T00:00:00,"",-8.034668,-34.896157
9520,3967,MACHINNE COMERCIO IMPORTAÇÃO E SERVIÇOS GRAFICOS LTDA,MACHINNE IMPORTS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-07-03T00:00:00,"",-8.034668,-34.896157
9521,4245,GLADSTON  MARINHO DOS SANTOS EIRELI,G.M REPRESENTACOES EIRELI,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-08-03T00:00:00,"",-8.034668,-34.896157
9522,2357,HERIBERTO GUIMARAES CAVALCANTI,HGC PLANEJAMENTO E RESULTADOS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-12-03T00:00:00,"",-8.034668,-34.896157
9523,3842,GEORGIANE ALESSANDRA DA SILVA VIAGENS E TURISMO,GEO VIAGENS E TURISMO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-03-14T00:00:00,"",-8.034668,-34.896157
9524,1046,MARILIA WANDERLEY DE ANDRADE,MW ARQUITETURA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-03-13T00:00:00,"",-8.034668,-34.896157
9525,5753,USINA SOLUCOES ESPORTIVAS LTDA,USINA PROJETOS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-03-14T00:00:00,"",-8.034668,-34.896157
9526,2670,UNIDADE DE CIRURGIA DE URGENCIA LTDA,UNICIRURGIA URGENCIA,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-01-28T00:00:00,"",-8.034668,-34.896157
9527,4129,FIRMO ALVES SOCIEDADE INDIVIDUAL DE ADVOCACIA,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-02-20T00:00:00,"",-8.034668,-34.896157
9528,9582,JB SERVICOS E CONSTRUCOES EIRELI,JB SERVICOS E CONSTRUCOES,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-03-22T00:00:00,"",-8.034668,-34.896157
9529,5832,STAE ASSESSORIA EMPRESARIAL EIRELI,STAE - ASSESSORIA EMPRESARIAL,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2005-03-30T00:00:00,"",-8.034668,-34.896157
9530,5079,D.L.E DE MAGALHAES GESTAO FINANCEIRA E ESTRATEGICA LTDA,DLEM FINANCAS CORPORATIVAS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-03-25T00:00:00,"",-8.034668,-34.896157
9531,2283,EXPRESSO SATELITE AZUL EIRELI ME,SATELITE AZUL,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-03-15T00:00:00,"",-8.034668,-34.896157
9532,6739,MARIANA FERNANDES TELES,MARIANA TELES - SOLUCOES EM COMPLIANCE,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-03-28T00:00:00,"",-8.034668,-34.896157
9533,7317,EDSON J. DA SILVA,EJS CONSULTORIA E ACESSORIA CONTABIL,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-03-25T00:00:00,"",-8.034668,-34.896157
9534,7017,RICARDO DUARTE GUSMAO LTDA,GUSMAO TRADE INTELLIGENCE,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-03-26T00:00:00,"",-8.034668,-34.896157
9535,5947,JCC CONSTRUCOES E INCORPORACOES LTDA,ALBUQUERQUE CLEMENTE NEGOCIOS IMOBILIARIOS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-10-04T00:00:00,"",-8.034668,-34.896157
9536,388,KRISNA KARENINA CARIELE,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-12-04T00:00:00,"",-8.034668,-34.896157
9537,1270,RICARDO LIMA - SOCIEDADE INDIVIDUAL DE ADVOCACIA,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,1995-07-04T00:00:00,"",-8.034668,-34.896157
9538,8974,JANIELISON GOMES MOREIRA REPRESENTAÇÕES,JGM REPRESENTACOES,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-12-04T00:00:00,"",-8.034668,-34.896157
9539,2648,M SANTOS VARCHAVSKY NEGOCIOS IMOBILIARIOS,AQUI IMOVEIS,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-04-16T00:00:00,"",-8.034668,-34.896157
9540,5689,B2B DESENVOLVIMENTO DE TECNOLOGIA DA INFORMACAO EM SITE,B2B TECH,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-04-17T00:00:00,"",-8.034668,-34.896157
9541,9936,J W DA SILVA JUNIOR IMOVEIS,"",46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2010-01-26T00:00:00,"",-8.034668,-34.896157
9542,6025,ANA PAULA FREIRE MIRANDA EIRELI,PROGARDEN LINC ARQUITETURA E PAISAGISMO,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-04-23T00:00:00,"",-8.034668,-34.896157
9543,7543,M. X. DE SOUZA SERVIÇOS DE TECNOLOGIA E OBRAS CIVIS,.,46540,Avenida Norte Miguel Arraes de Alencar,3003,175,ENCRUZILHADA,ATIVO,2019-04-26T00:00:00,"",-8.034668,-34.896157
